business_id,date,review_id,stars,text,type,user_id,cool,useful,funny
l4vBbCL9QbGiwLuLKwD_bA,2011-11-22,DJVxOfj2Rw9zklC9tU3i1w,1,"I have always been a fan of Burlington's deals, however I will not be shopping at this one again.]I went to return a belt...]pretty simple.]Instead, I stood in the customer service line for 15 minutes thanks to an employee of Burlington buying/putting things on layaway.]It took three other staff to help her out.]There were no words said to me except ""Hold on"".]I was pissed.]When the lady was finally done, the employee at the service asked ""what do you want?"" Serious help is needed there!
 If you work in the area of ""customer service"" I think you should have some.",review,EPROVap0M19Y6_4uf3eCmQ,0,0,0
YeDYa6tYL16CyqYvUVOtLw,2008-01-28,J2Ig5cV9fJU-KGewdzQXOA,3,"If I could give 4 stars for atmosphere and 3 stars for food I would.

With all the hype of getting a Margaritaville I guess was expecting a little more in the way of Margaritas and cheeseburgers.]But I was underwhelmed with both.]You can get a much better burger next door at Yardhouse and a much better selection of Margaritas from Salty Senorita.]With that aside this place is quite the spectacle.]It has 2 stories, a stage, fishing boat booths, and every other piece of decor that a Parrothead could love.]TV's broadcast Jimmy himself rocking out and some odd montages of Parrothead outings.]Live music is offered here several nights of the week and they offer 2-3 bar areas.]If defiantly won't become part of the regular rotation but from time to time we might wonder in looking for our lost shaker of salt.",review,gTCM7qlVrwdml-hFB6aJqQ,0,2,1
P5uC-zfGG6yqoQDUyqyAvg,2010-02-05,rghv_qgXpluzDE9qn8CNrw,4,"It is romantic here even if you are with just friends.]The waitress kneels at the couch to speak with you, pour your wine, bring your check...I love that...its so 5 star and respectful.]Our waitress was so friendly and I was on cloud 9 because the whole ambience made my evening so nice.]I love the darkness of it, its all so exotic and relaxing there especially with all the coves and different areas to be seated.]Apparently you have to put your name down if you want a table for certain as it seems to be packed anytime I have been there.]We needed one more bar stool-we had no reservation and the waiter actually went ""out to the storage"" to get us one.]Impressive!",review,nM3vfxr6fcnN_nXdzwbVCw,2,2,1
CEswyP-9SsXRNLR9fFGKKw,2012-05-19,GXj4PNAi095-q9ynPYH3kg,1,Another night meeting friends here.][I have to laugh.][Waited another 20 minutes for my beer to be refilled at the bar.][A girl even took my empty without even asking if I wanted a refill.][A new brunette girl that I don't recognize left the bar and sat down with her guy friends on the customer side AT 9:25 ON A FRIDAY NIGHT.][Another bartender had to ask her to come back and work.][Management....][Pull your head out of your ass!  Sad to watch....][I need to talk my friends into another place!,review,MjLAe48XNfYlTeFYca5gMw,0,1,2
6Ry-gjGqApTSRZkfdYlLmw,2011-05-04,LN4l4wklQB0IVBjm-vq9TA,1,"Not busy at all but took nearly 45 min to get our meal.][Ordered the trout and was shocked to see lots and lots of bones.]Hmmmmm.]Well asked the waitress about it and she said ""they try the best they can""  hmmmmmm isn't this a ""fish"" restaurant? 
They comped the trout but still not sure I would go back.",review,rWN1pg3mCF2btJWtG6JmJA,0,1,0
taSsiZAGZSz2gRg7_M4XDw,2011-12-30,L_q9kLaGo33j2Ij8yUIGDw,5,"This an incredible church that embraces the principle that ......Christ Life Church exists to bring people into a life-changing relationship with Jesus Christ.][Three campuses allow Christ Life to reach into several locations...online, Tempe and Casa Grande.][ The wonderful children's and youth programs appeal to a wide perspective of people.",review,0jJhjgr3wPin-8vYnPab6A,0,0,0
3oLy0rlzRI_xiqfQHqC4_g,2011-04-28,dY_p1YkjZxJmREb9Lfc5vw,5,"This is our favorite breakfast place.]The food is good.]They have the best biscuits & gravy of any restaurant I have eaten at.]The wait staff is friendly.]The only complaint I have is that Sunday mornings are packed, so there can be a wait to be seated.",review,-yg_AMAU2HNh48zcuQ13mw,0,1,0
0QTn4pMzKv1mnQifcP9YoQ,2011-08-14,mTcLzmYunqJIGKgklFWICg,4,"The best sweet and sour soup ever!  Food is delicious and favorable.][Delivery is pretty good, nice people.",review,UHyDQ-laihWMGa8MtIToOg,0,0,0
N5iW2JG5e-QyUh7brRNSfw,2012-01-05,-_hed9F2kUDdb4oa1CXKIA,5,"I had looked at several invitation websites along with catalogs with no luck in finding just the right balance of wedding colors/design.][Thomas at Alphagraphics helped me every step of the way of designing and printing our wedding invitations and programs.][I knew I wanted a booklet-style, but needed a little design creativity from Alphagraphics which they nailed!  I highly recommend Alphagraphics to anyone needing any print work done - not just wedding invitations.][Thomas and his crew are stellar!!",review,xP3o3-r0KRUnZqBSdIGJjw,0,0,0
_HTE4pOKeJC7kcxiCF9vTA,2010-05-22,xNvNTC2iXwJiiujNK6Sphg,4,"Every now and then my Vietnamese side craves for PHO...are you surprised!?  Noodle Ranch is my local Pho joint.][I can literally walk to this place :)  Okay, the Pho Tai is great here....I got the combination once and it wasn't as good.][I love the decor here lots and lots of old photos of Vietnam.][Service is always good here and I've been here when their busy and when it's slow.][If you need a Pho fix I would definitely recommend this place!",review,XqMkm-DD9VsdcKx2YVGhSA,2,3,0
NNGJQF3WeIHzGzweCpZ-VA,2011-04-23,jNewOjPp56NMDrKlajrgFQ,1,"Yikes, reading other reviews I realize my bad experience wasn't unique.]As a server I make a very laid back customer.]I like pretty much everything I eat and don't require a lot of attention from the waiter.]

La Piccola Cucina would benefit from just one extra person in the front of the house.]Our guy, though adorable and friendly, was too busy to refill our drinks and to remember to bring our appetizer (though charged us for it).]The ahi tuna (highly recommended over the other fish options he said) was so overcooked it was the color and consistency of chicken.]Like other reviewers mentioned, he was frantic and made that clear to every customer.]At one point I even saw him in the kitchen cooking - they need another person! 

I left super stressed out from the experience, which is very, very unusual for me.]You can either have bad service or bad food, but not both.",review,5je-Jg8tq5BWxJtDBmTK2Q,0,6,1
3HciJAVduCRoPDdzgh7cAA,2008-04-25,WONOXuKoiT2hkKITvTfC0g,4,"This is your typical Buffalo Exchange.]I've been to others in San Francisco and San Diego, and they're all pretty much the same.]Yes, they're super picky brand name whores about what they buy from you, but it means that there are some really great items for a much smaller price tag.]I've gotten dresses that people always compliment and things that I've bought on impluse because I thought it was a great buy, and wore once.]

The building this one is located in leaves a lot to be desired, but  there are good buys inside.]I walked away with a great pair of skinny jeans, a cute top, and a super comfy dress for under $50 =).",review,IE_nJq65Qpso5fN4tG9zjQ,0,1,0
4meJyPOhuAKzywUJTmu2hw,2008-06-23,IC2EAv_PGx44FnTvfAs_FA,4,"Though perhaps not the place you may pick for a special brunch with champagne and chocolate brioche French toast (a signature breakfast at the Sofitel Philadelphia), the Good Egg is my choice for neighborhood breakfast that offers consistent service and food in a comfortable atmosphere.

No matter how busy the restaurant becomes, and on Sunday it is packed,  the staff is always friendly and welcoming.]You may have to wait for a table but the waits are never excessive and there is the coffee trolley where you can help yourself while waiting.][Even more remarkable is that even at its busiest (read Mothers/ Fathers days), service is speedy and attentive and the kitchen never seems to slow down.][Someone here knows how to run a restaurant!

The menu contains a large assortment of the usual breakfast fare, eggs, pancakes, french toast, etc, all well prepared and tasty.][In addition there are is a good number of health conscious offerings and even those less healthy dishes can be requested to be made with egg whites or egg beaters, and non-starch substitutes (cottage cheese, fruit, and tomatoes.]etc).][Some of my favorites include the Hey Ricky Omelet, Huevos Ranchero ,or my indulgence a (as in one huge singular)  buckwheat pancake with (my choice of ""fillings): chocolate chips ( I admit my addictions), pecans, and bananas...]

We always opt for the patio and even in the scorching summer heat; the misters make this a great outdoor picnic with the best people watching in Phoenix.

After you have been here a few times you feel like part of the family and with their frequent dinner program they offer even more incentive to return.",review,t8vH6ubd-6i9DTisZaQdgg,0,0,0
pRmHreZcF7YmNEEPukfcFg,2008-06-13,SWdrx60taMa442b1enwfCw,5,"I absolutely love this little spot! It's a great little known boutique with incredibly unique gift items that I don't have to drive clear out to Scottsdale to find.]I've been shopping at Vignettes for about 8 years.]Whenever I am in a quandary about what to get someone, this is the first place that I head to.]Mostly it is because of the wide range of specialty items that they have on hand.]Whether it's something for the garden, a gift for the new bride or baby, a unique piece of art, or heavenly scented candles - you will not be disappointed.

The owners / staff are super friendly and have always been more than willing to help find something within a price range or based on occasion / need.]And they do the most amazing wrap jobs, making gift giving even easier.

The final bonus is their annual Clearance sale.]For three days each year they basically blow out their stock to make way for new finds.]Ask to be put on their mailing list to ensure your have a heads up and get there early because long time customers like myself never miss it.]: )",review,iwWBF3nKoRMoy1sbkLJwvg,3,7,1
s9XNBJAZ3ZcNW5u8BRZXuw,2010-09-21,UxzU0E5eM_ZgIMus-wpS8g,4,"Great Southwestern restaurant.][The food is incredible, especially the stacked enchiladas.][Normally I do not eat heavy foods, but this was way too good to pass up.][The chips and salsa were very tasty as well.

Service was very friendly and timely.][The interior is pedestrian at best, but still a pleasant environment.",review,BUeMRVgAQvBWnnrI2xcA1Q,0,2,0
Xq9tkiHhyN_aBFswFeGLvA,2011-06-24,QqUj8brMiWkMicmlWtpPrw,4,"Went back to AB a few weekends ago, again for brunch, with a large group.][I was surprised to see that, although they advertise themselves as being a brunch place on the weekends, they have pared their menu down to basically 4 items.][The people that I invited that had never been to AB before were expecting more of a variety in brunch items since I'd told them that they had great brunch, but their concerns were quelled with a few bloody Marys and some good (if not diverse) food.][I had the egg sandwich sans bacon again (excellent again) and Sweet Pea and I split the french toast as well.][We'd only had a small sample of the french toast at the opening, so we didn't realize that it comes with this whole jar of cream and berries, in addition to the syrup.][If you come here for brunch and like french toast, you have to try it.][It's the best french toast I've ever had, and many at our table agreed.][The secret is that they bread it in cornflakes.][Yum.][And, the bloody Marys are in the excellent range, I'd say just below the phenomenal ones at Dick's/Rokerij.][The service was also friendly and quick.",review,GVH_iuoPc0aP3ZNYlWuKag,1,1,1
ImghNwml8N-ncAqhXe00hg,2012-09-20,gLHPqclZG51HH9EGzOFjxQ,4,"Great prices, great food.]The staff is very friendly...]I'll definitely be coming back here for lunch on a more regular basis.]I had the kung pao, and the portions were incredible for the $5 I paid.]

Not mind blowing, but better than most Chinese places I've been to in the Valley.",review,aLTl_OkLo0BFRxdz1n6sYA,0,1,0
cBpJIOrVXotDI0XAZH_k0g,2011-08-18,ZXp8gEhfE7BHgRYIgnd3gQ,5,Came here with a large group a while back.][We were there to eat and have a beer before a concert there.]It was a weekday so we made it to happy hour.]Happy Hour pricing was fair.]The food was pretty good.]The very best thing there is the beer!  They had like everything on tap! MMMM!,review,O3huqF3nBeWP9Zd6NmCAaQ,1,1,0
FkHhy6kWeoJf0xJTqzRWmg,2012-09-17,odua8qFSMEXSFYmElQTspQ,1,"This is my first year participating in Arizona to sell clothing, just wandering how busy its goona be in there ??? little worried, can any one reply me ??",review,68exKLCQnnZrvXNFOcIUnA,0,0,0
c1yGkETheht_1vjda7G5sA,2011-03-28,vwHmBJ5YKbZxNFtmP2KpRQ,4,"The vibe exuding from this place is pure awesomeness.]Reminiscent of a trendy hipster coffee joint, this is actually a casual vegan restaurant.]

I am a pescatarian and unless I am eating seafood, I steer clear of meat, even the mock kind usually however once in a while it's delicious...]so why try it here at Green I thought.]The menu's style is comfort food, which as we all know traditionally is heavy on the meat, sauces, and fat content...]so at least if you're going to be bad, you can do it with organic and pure ingredients.


So as I wanted to sample as much of the menu as possible, my lovely friend, her fiance, and I shared a few items:

*Artichoke Gratine: The corn chips were amazing, lightly salted and crisp.]The dip was a bit too garlicky and runny for my liking.]Ate a few bites of this but could not see myself eating the entire thing solo.

*Spicy Buffalo ""Wings"": first things first...]do not let looks dismay you...]true it looks gross but they taste legit! The flavor of the buffalo sauce was perfect, although could have been spicier.]And the cucumber ranch dipping sauce was perfectly creamy and lightly flavored as to not overpower the ""wings"".]This dish is a must try!!

*Vegan Chili Fries: the fries are thin cut and tasty.]The chili sauce was good, at first, but I quickly got sick of the flavor.]This could be because I was never a huge chili fan even back when I ate meat.]Hmm, I think you are better off ordering the thyme fries.

*Crab Puffs: Perfectly crisp with a delicious creamy filling.]Another must try!

Lastly my friend's fiance ordered that day's special which was a green chili burrito...]delicious and huge.]A bit too much rice but besides that a great option.]It came with a side, which he ordered the curry pasta salad, mmm.


Green serves bowls, sandwiches, pizzas, salads...]next time I am back in the area I will be checking out more of the menu when craving ""meat"" and not my usual tofu, seafood, veggie diet.][

Might I add the service is friendly.]Perfect place for a casual friend date.",review,YBVdmm5zlpLpi2_DiKsd2A,0,0,0
5kRug3bEienrpovtPRVVwg,2012-06-29,BslISEau8Pk2voEPN7kY-g,4,"Rokerij is worth the hype.]We popped in last week for a late bite and left super happy.]We scored a few seats at the bar, the place was SUPER crowded (which is a good sign on a Wednesday).]I started with a beer called Banana Bread, which was awesome.]Wifey had a glass of wine, but I can't remember what it was.]We couldn't decide on what we wnated so we ended up splitting the entree of Blackened Salmon with Apple/Chipotle chutney and some potatoes.]We also got three of the small Plates: mini reuben, crispy calamari and cilantro rubbed grilled shrimp.]All the food was awesome.]The salmon was cooked perfectly, although i think I would have liked the chutney on the side, but that's small fries.]The calamari was cooked perfectly, the shrimp were awesome (although the bed of rice it came on was meh), and the mini reubens were great as well.]I was super excited to try it, and it delivered.]Can't wait to go back!",review,gcyEUr4DXcbjnGRAWFtfAQ,0,1,0
d7_jkx0VPx3uHsUl18iHMQ,2009-06-16,xE2MKvzes5Twg-jfAe8s4Q,5,"Beer...or Yoga?

Located in a small center just east of Four Peaks Brewery in Tempe (a reasonable distance from the light rail on Apache), is an amazing, classy studio for the Mind-Body connection.

Mr.]Mustachio had decided after doing a couple yoga classes with me at the ASU gym that he loved the stretch, so pursued a class for a semester at ASU this Spring and had the pleasure of practicing with Tish Hegel.]After seeing his body transform to only 16.2% body fat, all his jeans get too big on him and fill out his American Apparel briefs nicely I was super jealous.]He raved about his teacher and I could tell he had de-stressed a lot since he started the practice.

Luckily, she opened up a studio recently, and it simply goregous.]The waiting area is filled with yoga material and a very calming space with a remodeled bathroom and dressing rooms to change if coming from work/school.]Not at all cheesy like the SouthWest Inst with the way too many angels imagery (creepy!).]But the gem is truly the practice space.]Hardwood floors, high ceilings, a beautiful staircase, tasteful decorations and absolutely NO MIRRORS.][

That is right- the only person staring at my pudge rolls is my teacher and who-ever isn't focusing on their tree posture-not the entire class! It really relieves a lot of stress  and helps me concentrate on how a posture feels as opposed to just looks.

As for Tish Hegel, she is simply outstanding-she has so many credentials, you have to read her biography for yourself.]She has been practicing for a loooong time, and her hands-on instruction and confident voice echoes in my ears even now (bring those shoulders down!).]

So far, I have done:  Ashtanga Inspired Flow (pretty intense, really hurt for 3 days, would recommend after getting into yoga for a while), Sivananda (ditto),  Focus Class (did a lot of bike riding and she focused on everybody's body issues and did the sequence right then and there for us and my lower back and knees felt amazing the day after) and this morning brought my friend to Kinetic Yoga: Morning Movement and Flow, which kicked our 6am asses a little bit but we both felt amazing afterwards!  She does tons of modifications, is always making sure we are okay, and is just super personable.

I did the huge package since I didn't renew my ASU gym membership for this summer, but you can do drop-in.]

Now for the cliched Yoga Review ending: 

NAMASTE!",review,mfvezpz6ohS0NQk3DZdvqQ,11,16,8
8ZwO9VuLDWJOXmtAdc7LXQ,2010-10-31,bxPZPvBJp5HwyKVHhcUMLQ,4,"Great hotel in Central Phoenix for a stay-cation, but not necessarily a place to stay out of town and without a car.]Not much around the area, and unless you're familiar with downtown, I would rather have a guest stay in Old Town Scottsdale, etc.]BUT if you do stay here, it's awesome.]Great boutique rooms.]Awesome pool that's happening in the summer.]A GREAT rooftop patio bar, and a very very busy lobby with Gallo Blanco attached.]A great place to stay, but have a car!",review,qLCpuCWCyPb4G2vN-WZz-Q,0,0,0
LzpR_jE6VIutJ08s2cdRrw,2009-03-18,EUCqs_gfKZi1YoKVkWjSYw,1,"really, I can't believe this place has received such high reviews from people.

my lady and i walked in, and were greeted rather rudely by a pretentious bitch at the front with a monotone ""name please?"", instead of a warm, friendly, french welcome to this rather charming looking place.]we didn't have a reservation, which from the looks of how dead empty the place was, didn't seem like a problem.]until the hostess whisked through her reservation list and explained she'd try to ""fit us in"".]it was 6pm, the place had one other couple dining, and we were informed that the next party was arriving at 7:30.]we weren't really looking to hang out.]it would have be awfully lovely if yelpers would have informed of the need to MAKE RESERVATIONS before going in here, because if you don't, you're automatically a piece of shit according to the staff.]sorry, i don't plan very much ahead.]next time i will, and it won't be here.

anyways, after debating for a minute or two with herself, the hostess decided we could ""squeeze in"" and sat us right on top of the other couple inside the restaurant.]she informed us that we could cork our own wine, for their low low price of 9 fucking dollars.]in words only office space could adequately describe,""coup des tartes, what is it exactly that you do?"".]

the food was good, nothing spectacular for $25+ a plate.]we got a salad with apples and nuts and bleu cheese, which was served warm.]now this is the first warm salad i've had all of my life, and by no means am i some sort of wordly food expert, but i believe salad should be cold and crisp.]not soggy and warm.]yuck.]the cordon bleu was tasty and filling, however, the wobbly table was an extreme annoyance when cutting through the chicken, but it was solved (with no thanks to the staff) by placing a jack-in-the-box gift card under the leg.]i will admit, the mashed potatoes are some of the creamiest and best i've ever had.]my lady got the pork tenderloin, which had a strange peppery-sweet pairing which i didn't particularly care for.]we were broke for desert, so unfortunately we didn't get to try any tarts.]you would think for a place that promotes itself as being so poise would get some fancier menus, other than a $.15 piece of cardstock copied in bulk at kinkos.

this place was rather disappointing.]i honestly thought it would be way more comfy and welcoming inside but it really wasn't.]it presents itself as being so high class and french and oh-la-la wee wee, but when it comes down to it, it's still located in a tiny shack of a house at 16th street and highland.]maybe if it were located in the biltmore i'd give it a bit more cred.",review,HY9qpAamqLXFoa7xMwNntg,1,1,3
5GpvSL1tlAjpgdJKZ5eLpg,2012-12-30,1RSEAeAWilUywt1B3SAkSA,4,"Great place to have a meal with family, can be a little on the loud side cause ita always a busy place, recomend calling ahead and getting name put on waiting list, reservations party of six or more only price range moderate, but well worth it",review,P-9g9-6OriX0ElKpZknUKA,0,0,0
O-Xa9GCFWI65YiBD5Jw_hA,2011-04-22,pyCM8bH0z8fp6cWg6f2hKQ,5,"Figured it is time to write a review after going here for quite a few years for dinner on special occasions or just to have some of the best seafood and Bone in fillet around.]

First off you have to understand that the cuts are top quality so you can order almost any steak off the menus and be dazzled by the flavor, which is fantastic to the point that adding anything to it would destroy the integrity of the taste as is.
 I mean the meat is perfection on a plate and this needs no other explaining.

If with friends or even your significant other you must start with the the seafood tower, which can be order in many different ways to match your appetite and likes.]When presented at the table you and your guests will be blown away at the quality of the seafood and rightly so as it is brought in fresh daily.

The sides are too awesome in their taste and quality and i suggest the Lobster mash or the Maestros Mash potatoes neither of which will leave you hungry in their own right, but often wanting more :) 

Wine selection is great and the atmosphere is top notch, but topping it with some of the best servers in town makes this one of my favorites for entertaining.]

you will not be disappointed.",review,qT17WVkJi0RvQ4nNPN6NDw,2,1,0
9lDZ2d6oRpFsSWwDCCDQOw,2009-01-31,WD99RuBcxqvYRCFTf_mT3A,4,"I was only able to play the front 9; my wrist was hurting too much to finish, which is a big deal because I live in IL, and was returning from LA and stopped here specifically to play the TPC.]Oh well.

I was a single, and got paired with another.]The course was pretty open, but we took our time and enjoyed the round.]The front nine, although rarely shown on TV, is quite nice.]Definitely challenging enough, and I didn't even play the back tees.

It was fairly easy to get on, the bar had pretty good food for a clubhouse, and the staff were very helpful.]Definitely recommend the TPC.",review,Y9LxzNvQxKwLhy2Zo7R_4w,0,0,0
vARjqeIkSNsazHltujiq4Q,2010-05-18,aRcp0rlSuAiuF-CDDZx9nQ,5,"I can't describe to you how amazing these gourmet adult hot pockets taste! They literally MELT in your mouth- a few of my favorites are the Cajun Chicken, Dill Salmon, and the Stilton & Steak---Bon Appetit everyone! And don't forget about the all day everyday-$3 car bombs(you can't beat that price) their happy hour is amazing, too!",review,ZoBrIw-7VgCOO30GJVCoOA,0,0,0
145SQ_msdQ1yo7J0E63VoA,2011-03-15,VqNdpXrssjJrC0Z_swPUdA,1,"I was really excited about this event, maybe my expectations were too high, because I was really underwhelmed.][Very little shade, ran out of water, by the time I got there at 1pm (other obligations) 20% of the vendors were out of food, and by the time I ate my way through some, everyone else was already out.][ 60 bucks for that?  I don't think so.][

And when I mentioned it to ""the person in charge"", he was patronizing, invalidating and kept telling me how happy the chefs were.][Well, I'm your consumer, big guy.][

Sorry, Devoured, wish it could have been better.]

What food I did try, was pretty good.",review,ASi6ZgbbwXIwU2H24uANmQ,0,1,0
hW0Ne_HTHEAgGF1rAdmR-g,2010-07-06,6iEP6dvHIefVMMnjeDRNcQ,1,"The beach paradise of Ixtapa-Zihuatenejo awaited us....unfortunately, so did a connecting flight in ARIZONA of all places...

Long story short....1/3 of our luggage did not arrive at our final destination, various articles of our clothing are still missing as well as my cell phone charger...not to mention security forcing us to open sealed containers of my son's baby food and milk for litmus tests...

I looked on the bright side....at least we didn't get deported =)",review,8tbXmjYGsYFZXk6ppuwRWQ,7,7,9
Hgbxen9iKGL4AH6kKgC8YQ,2012-12-29,CxVOhu043DTW4zPTsQnJPA,5,"So very Portlandia in its hipsterness and decor.]Premium coffee roasted in-house, in the middle of the desert, no less! Who would have thunk it.

Baristas were profesh and friendly.]They even warmed up our pastries upon request.]Perfectly foamed milk and fruity noted espresso.]I hope this place has a long life in Scottsdale, where great coffee is few and far between.",review,cwm_3br1CTH8IO8ZwWzFLg,0,0,0
yb17xHvhDJthJGS10uhFeQ,2009-01-21,ZbSLbPWeDfSL1HxyiSRqEg,4,This is a little hockey dive-bar located in the Arcadia area.][TV screens hang above the bar & as you look behind the bar you can see the hockey rink and players.][Enternaining as the other review said.][I had Dunkel Hefeweisen and my girlfriend had a Corona.][Good times as a group of kids played Rock Band and sang off-key Nirvana covers.][I like this little hidden place.][Just be prepared - it's your average little bar for the average Joe guy.,review,7izaZThzAWk2UjrDTL849w,2,3,1
0QrA-Klgp1R-GzUr6uJS7Q,2010-01-23,pMm0qHdnBWd_PWGyYEOnWg,4,"Love this place.]Actually, today was awesome, because they usually only offer the ""express dozen"" through the drive thru, and the kids didn't want to go in, so the dude behind the speaker actually fulfilled my order as I wanted.

The only thing that bugs the hell out of me is that they charge for 2 donuts when you get a long john.]:-(",review,H4ewd_HH1DE0Y8RbC_7HbA,3,2,2
hfl62LX14YqNpG0g0Tj6_Q,2011-04-15,E6-DKEktgxA_fLEnfguAwA,4,"I grew up on Empanadas in Panama and I have been hard pressed to find anything close to them in the U.S..]today I found them! 

A perfectly crunchy crust and the beef was beautifully spiced.]Usually Empanadas are bland and soggy.]They did a great job on these.

I usually don't like rice, but the rice and black beans were wonderful.]

Service was great! I'll be back!",review,ziCKT5n58tcVfgksImx0VQ,1,1,0
rRe2eLIQ4MQ7d6vFL26Qdg,2011-06-15,i5Ms8r5AMRa-wcU5-necFA,5,Awesome subs clean and friendly well priced.,review,Gi_ZP3Pjdvc9-a8aS3SH0A,0,2,0
E8z9E0aFDYwC7KQuEU3GYA,2009-03-09,Y8GAudCnbK-05qkFzLsv0Q,4,"Had dinner and brunch, not on the same day...the dinner was good, although I thought the mandala masala could have used more flavor.][Brunch was great, tried 2 different tofu scrambles and both were very good.][Service is...let's say uninterested -- it's hard to be burdened with angst and chipper.",review,0NckJhx0qXykvvhsm-p7MA,1,1,0
yGmdo1ENajB98iryHGoWFw,2011-04-12,cALYebKb5hygdKHqlQJu2Q,4,This is a very interesting place.][Don't go here thinking it will be classy.,review,thlVIc8s6ZCP37UGMf3yDA,0,0,0
QGeliKMObpVZ3jP89--ZIg,2011-03-20,SawdMXLYD5ytRmMFvY4nmA,5,"I LOVE Chic Nails!

I used to go to Tip & Toes on 48th street and Ray Road, until one day they were ""too busy"" to take my friend and I in for pedicured.]We discovered Chic Nails and have been doing all of our manicures and pedicures there since.]

The staff is extremely friendly and they give the best pedicures for a very reasonable price.]I highly recommend this nail salon over any other!

P.S.]It is extremely close to CK's Bar & Grill to go for happy hour after! :)",review,QAwWrE6LLbVHNtZOoDdRRw,0,2,0
bc-lE-wGVAsUrX-kJhtY-Q,2011-03-06,j-jMQdELr6AFkCcEHxB7ww,5,"After the Padres Spring Training game, we had reservations at Don & Charlie's in Scottsdale .][None of us had been here before and it came highly recommended by my dad.][As soon as you walk into Don and Charlie's your eyes start feasting on all the signed baseballs down the left wall.][Now everywhere you look from floor to ceiling and even the ceiling itself is covered in memorabilia and autographed items from athletes of all sports and other celebrities.][ Besides the amazing assortment of sports artifacts, I especially like the Cactus League Beer List which pairs a beer with each city that has a team in the Cactus League.][Colorado = Coors Light , Texas =Shiner Bock, Chicago =Old Style, and San Diego =Stone IPA, etc.][Also worth mentioning is the complimentary chopped liver platter with rye bread and bagel chips they bring as soon as you are seated.][I had the ribs with coconut shrimp combo which was great.]I wasn't thrilled with the side dish: potato's au gratin which is a $2.50 upcharge.][They also bring a huge bowl of cole slaw with each entrée or you can choose soup which comes in a smaller bowl than the cole slaw!  We were too full for dessert and as we walked out, this place was packed!  I found myself trying to take in as much memorabilia as possible and then on one side of the crowded lobby there sat Willie Mays himself.][He was signing his book (or a baseball) for a $200 charitable donation to his foundation.]Needless to say, I 'm not bringing home any memorabilia myself!",review,v10WwWFKPAK6aKjghrLj3g,0,0,0
CrBsdxqOjPdnfsDxV89GJQ,2010-02-17,SmUMyCUNrT9HEo_DXdgUuQ,4,"I have to admit that I find myself thinking that I like mine tall dark and Russian.]

 It's nice to have a coffee shop near by that's not Starbucks, has good coffee and reasonable prices.][So far I just stick with the house brew (which is smooth and not too bitter yet not too sweet) since the fancy coffee drinks usually have many calories that I do not need!  I have tried the blueberry muffin-quite yummy as well as the chocolate chip cookies- delicious.][The cafe is attached to The Great Indoors so you can people watch, browse thru design books or take a leisurely stroll through the design center.][It's a great way to unwind or perk up on your choice of caffeinated beverage.",review,bZFRqP7s0Vszxeu8_IwYow,0,1,0
m9Wqqma30o-hH2fAX7dnug,2011-03-14,oTB_mpCKcu-8wayQQuCDZw,5,"Best food, super friendly staff, and great prices.]Love it!",review,FpCmGLWHe5Y-kDS7ZYaF5w,0,1,0
M3zLQRbSF_VcGukkzxXc4w,2010-06-15,1e_YRoF0lrA9-4tvdym_Sg,5,"Christy is an amazing cake artist.][She has an impressive portfolio as she has a flair for creativity.][Her cakes are amazing and are truly one-of-a-kind.][She also has several delicious cake flavors to choose from or she can create one for you.][ She has made several cakes for our family and I have been impressed with everyone of them.][I was also excited to see her compete on TLC's Ultimate Cake Off show early this spring.][If you're looking for a sculpted cake or one that will be the center of attention at your next party, then I recommend you call Phoenix Cake Company.",review,_w_hrcZ-9uObIBepDmLJwg,0,0,0
LzpR_jE6VIutJ08s2cdRrw,2011-02-19,WqLc0KSfMHGoWNtvPque5w,4,"OK, Sweet Pea and I love us some Coup, and it's not just because we've been coming here for years- since I lived across the street and could see the restaurant from my window- or because we got engaged here (which was incredible.)  It's because the food never disappoints.][You can go to restaurants and have varying experiences from the best meal of your life to terrible, but Coup is not the place for that.][It's consistent.][And consistent can be good, or bad.
As consistently good as the food is, the service is likewise consistently slow (albeit friendly).][We went here for Valentine's day which we've been several times and I highly recommend.][It's romantic without being showy.][They have a special Valentine's Day set menu of 4 courses which is always interesting and good.][And, if you go on the day before Valentine's Day, they still have the menu, but it's cheaper.][Damn those greeting card ""holidays"".][The menu is also consistent.][The outstanding things are the brie brulee which is an absolute must-try as an appetizer, and the lamb shank.][Everything else is solidly good without being great.][The desserts are exceptional.][I like the BYOB aspect of the restaurant, although, they do charge you a lot for ""corking fees"", which amount to just charging you for nothing since they have a corkscrew sitting on the table and you are in charge of opening your own bottle.
Coup, I love you.][You get 5 stars if you vary your menu a little, please, please, please get more vegetarian (if any vegetarian) options, and improve your service.",review,GVH_iuoPc0aP3ZNYlWuKag,0,0,0
WaO_hAunQrZ--vI308rHQA,2011-06-06,4jkSNOjZN-35vo1_Z2SL7w,3,Great food and awesome service! Even better that the Chef came out and personally checked on our experience.]I will be back for more delicious BBQ,review,qT17WVkJi0RvQ4nNPN6NDw,1,0,0
